timestamp,total_agents,agents_moving,agents_slowed,agents_stopped,average_speed,total_flow_rate,max_density,min_stability,congestion_severity
54.40,247,93,154,0,0.574,14.103,2.484,0.720,0.556
54.50,247,93,154,0,0.580,13.873,2.500,0.711,0.556
54.60,247,91,156,0,0.579,13.988,2.500,0.722,0.556
54.70,249,92,157,0,0.577,14.121,2.516,0.696,0.556
54.80,249,92,157,0,0.575,13.880,2.516,0.715,0.556
54.90,249,93,156,0,0.574,13.877,2.516,0.726,0.556
55.00,251,93,158,0,0.571,14.073,2.562,0.716,0.556
55.10,251,92,159,0,0.567,13.958,2.562,0.728,0.556
55.20,251,90,161,0,0.563,13.870,2.562,0.726,0.556
55.30,251,90,161,0,0.561,13.717,2.547,0.726,0.556
55.40,253,92,161,0,0.561,13.905,2.562,0.719,0.556
55.50,253,92,161,0,0.559,13.759,2.562,0.721,0.556
55.60,253,92,161,0,0.558,13.724,2.562,0.727,0.556
55.70,255,93,162,0,0.558,13.807,2.625,0.694,0.556
55.80,255,91,164,0,0.554,13.725,2.625,0.718,0.556
55.90,255,90,165,0,0.553,13.652,2.625,0.724,0.556
56.00,257,91,166,0,0.552,13.855,2.641,0.686,0.556
56.10,257,91,166,0,0.548,13.647,2.641,0.695,0.444
56.20,257,91,166,0,0.545,13.437,2.641,0.703,0.444
56.30,257,91,166,0,0.544,13.362,2.641,0.707,0.444
56.40,258,91,167,0,0.537,13.513,2.656,0.709,0.444
56.50,258,91,167,0,0.534,13.187,2.656,0.716,0.444
56.60,258,90,168,0,0.532,13.117,2.672,0.726,0.444
56.70,259,91,168,0,0.523,13.234,2.703,0.718,0.444
56.80,259,89,170,0,0.521,12.860,2.688,0.719,0.444
56.90,259,88,171,0,0.518,12.794,2.688,0.725,0.444
57.00,261,90,171,0,0.515,12.930,2.703,0.716,0.444
57.10,260,89,171,0,0.510,12.832,2.703,0.722,0.444
57.20,260,88,172,0,0.510,12.721,2.703,0.722,0.444
57.30,260,88,172,0,0.511,12.737,2.703,0.724,0.444
57.40,262,90,172,0,0.512,13.074,2.719,0.700,0.444
57.50,262,90,172,0,0.512,12.973,2.719,0.705,0.444
57.60,262,91,171,0,0.512,12.998,2.719,0.709,0.444
57.70,264,92,172,0,0.511,13.279,2.734,0.683,0.444
57.80,264,92,172,0,0.509,13.136,2.734,0.689,0.444
57.90,264,92,172,0,0.510,13.119,2.750,0.697,0.444
58.00,266,94,172,0,0.505,13.346,2.766,0.698,0.444
58.10,266,92,174,0,0.502,13.238,2.766,0.707,0.444
58.20,265,91,174,0,0.496,13.199,2.766,0.709,0.444
58.30,265,91,174,0,0.495,13.104,2.766,0.709,0.444
58.40,267,93,174,0,0.494,13.347,2.781,0.681,0.444
58.50,267,93,174,0,0.493,13.210,2.781,0.683,0.444
58.60,267,93,174,0,0.493,13.190,2.781,0.688,0.444
58.70,269,94,175,0,0.489,13.385,2.797,0.685,0.444
58.80,268,94,174,0,0.490,13.243,2.812,0.689,0.444
58.90,268,92,176,0,0.494,13.237,2.812,0.695,0.444
59.00,269,94,175,0,0.492,13.529,2.844,0.680,0.556
59.10,269,92,177,0,0.494,13.277,2.812,0.683,0.556
59.20,269,92,177,0,0.491,13.257,2.812,0.709,0.556
59.30,269,91,178,0,0.490,13.175,2.812,0.711,0.556
59.40,271,93,178,0,0.488,13.337,2.844,0.687,0.556
59.50,271,93,178,0,0.486,13.153,2.844,0.694,0.556
59.60,271,92,179,0,0.485,13.142,2.844,0.702,0.556
59.70,273,94,179,0,0.485,13.424,2.875,0.687,0.556
59.80,273,94,179,0,0.482,13.314,2.875,0.694,0.556
59.90,273,93,180,0,0.481,13.284,2.875,0.702,0.556
60.00,274,94,180,0,0.477,13.486,2.891,0.696,0.556
